hour,day,month,year,PM2.5,PM10,SO2,NO2,RAIN,TEMP
10,25,6,2015,166.0,182.0,15.0,62.0,0.0,25.5
11,25,6,2015,177.0,177.0,14.0,48.0,0.0,25.8
12,25,6,2015,149.0,149.0,14.0,42.0,0.0,26.4
13,25,6,2015,180.0,180.0,12.0,67.0,0.0,25.9
14,25,6,2015,172.0,172.0,12.0,73.0,0.0,24.7
15,25,6,2015,120.0,120.0,13.0,46.0,0.0,26.7
16,25,6,2015,99.0,99.0,13.0,29.0,0.0,27.1
17,25,6,2015,81.0,81.0,12.0,28.0,0.0,27.6
18,25,6,2015,84.0,84.0,10.0,29.0,0.0,26.4
19,25,6,2015,105.0,143.0,10.0,48.0,0.0,25.3
20,25,6,2015,138.0,171.0,6.0,59.0,0.0,24.4
21,25,6,2015,147.0,147.0,6.0,59.0,0.3,23.5
22,25,6,2015,145.0,145.0,6.0,51.0,0.0,22.2
23,25,6,2015,135.0,135.0,6.0,55.0,0.0,22.2
0,26,6,2015,134.0,134.0,6.0,41.0,0.0,22.2
1,26,6,2015,127.0,127.0,6.0,20.0,0.0,22.3
2,26,6,2015,124.0,124.0,6.0,15.0,0.0,21.9
3,26,6,2015,126.0,126.0,6.0,14.0,6.0,21.0
4,26,6,2015,124.0,124.0,4.0,9.0,1.0,20.9
5,26,6,2015,112.0,112.0,4.0,8.0,0.0,21.0
6,26,6,2015,110.0,110.0,4.0,9.0,1.8,21.0
7,26,6,2015,115.0,115.0,4.0,22.0,0.4,21.2
8,26,6,2015,117.0,117.0,4.0,30.0,0.0,21.8
9,26,6,2015,128.0,128.0,5.0,48.0,0.0,22.4
10,26,6,2015,131.0,131.0,5.0,46.0,1.1,22.3
11,26,6,2015,116.0,116.0,5.0,47.0,0.1,24.0
12,26,6,2015,115.0,115.0,5.0,27.0,0.0,25.9
13,26,6,2015,121.0,121.0,5.0,25.0,0.0,27.2
14,26,6,2015,118.0,118.0,4.0,24.0,0.0,28.3
15,26,6,2015,108.0,108.0,5.0,28.0,0.0,28.7
16,26,6,2015,131.0,131.0,5.0,33.0,0.0,29.2
17,26,6,2015,129.0,129.0,5.0,33.0,0.0,28.9
18,26,6,2015,124.0,124.0,5.0,33.0,0.0,28.5
19,26,6,2015,98.0,98.0,5.0,33.0,0.0,27.5
20,26,6,2015,102.0,102.0,6.0,28.0,0.0,26.0
21,26,6,2015,86.0,86.0,5.0,19.0,5.2,20.3
22,26,6,2015,10.0,10.0,4.0,16.0,1.9,19.9
23,26,6,2015,12.0,12.0,4.0,20.0,0.0,20.0
0,27,6,2015,18.0,18.0,4.0,35.0,0.0,20.1
1,27,6,2015,25.0,25.0,4.0,34.0,0.0,20.0
2,27,6,2015,29.0,29.0,4.0,36.0,0.0,19.6
3,27,6,2015,38.0,38.0,3.0,32.0,0.0,19.9
4,27,6,2015,34.0,34.0,4.0,32.0,0.0,20.2
5,27,6,2015,38.0,38.0,3.0,30.0,0.0,20.1
6,27,6,2015,36.0,36.0,4.0,35.0,0.0,20.5
7,27,6,2015,37.0,37.0,4.0,42.0,0.0,21.1
8,27,6,2015,26.0,26.0,4.0,38.0,0.0,21.6
9,27,6,2015,36.0,50.0,4.0,43.0,0.0,22.3
10,27,6,2015,55.0,62.0,6.0,36.0,0.0,23.9
11,27,6,2015,68.0,84.0,9.0,30.0,0.0,25.8
12,27,6,2015,82.0,94.0,9.0,29.0,0.0,26.4
13,27,6,2015,94.0,94.0,9.0,30.0,0.0,27.1
14,27,6,2015,109.0,109.0,10.0,32.0,0.0,28.4
15,27,6,2015,144.0,144.0,10.0,32.0,0.0,28.5
16,27,6,2015,171.0,171.0,10.0,26.0,0.0,28.9
17,27,6,2015,167.0,167.0,8.0,23.0,0.0,28.6
18,27,6,2015,158.0,158.0,8.0,28.0,0.0,28.1
19,27,6,2015,154.0,154.0,7.0,26.0,0.0,27.3
20,27,6,2015,156.0,156.0,6.0,40.0,0.0,26.6
21,27,6,2015,179.0,179.0,6.0,57.0,0.0,25.7
22,27,6,2015,158.0,158.0,9.0,43.0,0.0,26.7
23,27,6,2015,133.0,133.0,12.0,34.0,0.0,26.2
0,28,6,2015,134.0,134.0,12.0,42.0,0.0,25.5
1,28,6,2015,126.0,126.0,13.0,39.0,0.0,25.4
2,28,6,2015,133.0,133.0,11.0,50.0,0.0,24.2
3,28,6,2015,123.0,123.0,12.0,45.0,0.0,23.6
4,28,6,2015,116.0,116.0,12.0,64.0,0.0,23.3
5,28,6,2015,105.0,105.0,12.0,55.0,0.0,22.9
6,28,6,2015,102.0,102.0,12.0,41.0,0.0,23.2
7,28,6,2015,114.0,114.0,12.0,51.0,0.0,23.8
8,28,6,2015,130.0,130.0,13.0,49.0,0.0,25.1
9,28,6,2015,142.0,142.0,14.0,40.0,0.0,26.1
10,28,6,2015,154.0,154.0,15.0,36.0,0.0,27.0
11,28,6,2015,170.0,170.0,15.0,30.0,0.0,28.2
12,28,6,2015,196.0,196.0,13.0,31.0,0.0,29.2
13,28,6,2015,212.0,212.0,15.0,28.0,0.0,30.7
14,28,6,2015,201.0,201.0,16.0,22.0,0.0,31.3
15,28,6,2015,142.0,142.0,13.0,15.0,0.0,32.1
16,28,6,2015,115.0,115.0,11.0,18.0,0.0,31.3
17,28,6,2015,131.0,131.0,13.0,20.0,0.0,31.8
18,28,6,2015,146.0,146.0,14.0,24.0,0.0,31.2
19,28,6,2015,143.0,146.0,14.0,30.0,0.0,30.6
20,28,6,2015,161.0,161.0,10.0,38.0,0.0,29.2
21,28,6,2015,183.0,183.0,13.0,41.0,0.0,28.5
22,28,6,2015,204.0,204.0,15.0,42.0,0.0,28.2
23,28,6,2015,203.0,203.0,23.0,36.0,0.0,27.6
0,29,6,2015,183.0,183.0,21.0,33.0,0.0,26.4
1,29,6,2015,182.0,182.0,20.0,34.0,0.0,25.0
2,29,6,2015,188.0,188.0,17.0,50.0,0.0,23.9
3,29,6,2015,192.0,192.0,11.0,86.0,0.0,23.9
4,29,6,2015,187.0,187.0,9.0,71.0,0.0,23.4
5,29,6,2015,173.0,173.0,6.0,69.0,0.0,23.3
6,29,6,2015,180.0,180.0,8.0,68.0,0.0,23.6
7,29,6,2015,190.0,190.0,8.0,60.0,0.0,24.2
8,29,6,2015,204.0,204.0,10.0,56.0,0.0,25.1
9,29,6,2015,207.0,207.0,12.0,53.0,0.0,26.2
10,29,6,2015,210.0,210.0,11.666666666666666,61.0,0.0,26.7
11,29,6,2015,207.0,207.7,11.333333333333334,67.0,0.0,26.6
12,29,6,2015,212.0,212.0,11.0,67.0,0.0,26.1
13,29,6,2015,219.0,219.0,13.0,64.0,0.0,26.1
14,29,6,2015,111.0,111.0,9.0,28.0,0.1,21.7
15,29,6,2015,18.0,18.0,2.0,18.0,2.1,20.2
16,29,6,2015,3.0,5.0,2.0,17.0,1.3,19.0
17,29,6,2015,11.0,11.0,2.0,23.0,0.2,18.8
18,29,6,2015,13.0,13.0,2.0,22.0,0.1,18.7
19,29,6,2015,20.0,20.0,2.0,32.0,0.1,18.9
20,29,6,2015,23.0,23.0,2.0,41.0,0.0,18.9
21,29,6,2015,21.0,21.0,2.0,44.0,0.0,19.0
22,29,6,2015,21.0,21.0,2.0,34.0,0.0,19.1
23,29,6,2015,20.0,20.0,2.0,30.0,0.0,19.1
0,30,6,2015,25.0,25.0,2.0,28.0,0.0,19.1
1,30,6,2015,20.0,20.0,2.0,21.0,0.0,19.0
2,30,6,2015,26.0,26.0,2.0,40.0,0.0,19.0
3,30,6,2015,22.0,22.0,2.0,43.0,0.0,19.1
4,30,6,2015,23.0,23.0,2.0,38.0,0.0,18.9
5,30,6,2015,25.0,25.0,2.0,44.0,0.0,19.2
6,30,6,2015,12.0,12.0,2.0,31.0,0.1,18.4
7,30,6,2015,8.0,8.0,2.0,15.0,0.0,17.6
8,30,6,2015,3.0,12.0,2.0,34.0,0.1,17.5
9,30,6,2015,7.0,7.0,2.0,32.0,0.4,17.8
10,30,6,2015,14.0,14.0,2.0,39.0,0.0,19.6
11,30,6,2015,10.0,10.0,2.0,27.0,0.0,20.5
12,30,6,2015,17.0,17.0,2.0,23.333333333333332,0.0,22.3
13,30,6,2015,12.0,12.0,2.0,19.666666666666668,0.0,24.9
14,30,6,2015,25.0,25.0,2.0,16.0,0.0,26.2
15,30,6,2015,6.0,6.0,2.0,17.0,0.0,26.9
16,30,6,2015,11.0,11.0,2.0,19.0,0.0,27.2
17,30,6,2015,11.0,21.0,2.0,22.0,0.0,27.4
18,30,6,2015,13.0,26.0,2.0,24.0,0.0,26.8
19,30,6,2015,13.0,32.0,2.0,28.0,0.0,25.8
20,30,6,2015,6.0,23.0,2.0,25.0,0.0,24.9
21,30,6,2015,18.0,27.0,2.0,29.0,0.0,23.9
22,30,6,2015,18.0,53.0,3.0,34.0,0.0,22.1
23,30,6,2015,24.0,53.0,3.0,37.0,0.0,20.3
0,1,7,2015,27.0,56.0,2.0,52.0,0.0,18.7
1,1,7,2015,27.0,50.0,2.0,62.0,0.0,18.2
2,1,7,2015,25.0,58.0,2.0,76.0,0.0,18.3
3,1,7,2015,25.0,55.0,2.0,74.0,0.0,17.7
4,1,7,2015,33.0,67.0,2.0,72.0,0.0,17.1
5,1,7,2015,30.0,47.0,2.0,63.0,0.0,16.8
6,1,7,2015,37.0,76.0,2.0,59.0,0.0,17.1
7,1,7,2015,36.0,52.0,3.0,62.0,0.0,19.8
8,1,7,2015,35.0,74.0,4.0,70.0,0.0,22.3
9,1,7,2015,35.0,74.0,4.0,70.0,0.0,26.1
10,1,7,2015,21.0,21.0,11.0,34.0,0.0,29.6
11,1,7,2015,24.0,24.0,10.0,22.0,0.0,31.4
12,1,7,2015,5.0,5.0,6.0,11.0,0.0,32.1
13,1,7,2015,10.0,14.0,5.0,9.0,0.0,32.3
14,1,7,2015,5.0,18.0,4.0,12.0,0.0,31.3
15,1,7,2015,3.0,25.0,5.0,16.0,0.0,31.4
16,1,7,2015,3.0,6.0,6.0,15.0,0.0,33.8
17,1,7,2015,3.0,35.0,5.0,15.0,0.3,26.6
18,1,7,2015,3.0,162.0,2.0,16.0,0.9,22.8
19,1,7,2015,14.0,14.0,2.0,24.0,0.0,24.8
20,1,7,2015,11.0,11.0,2.0,21.0,0.0,24.3
21,1,7,2015,5.0,18.0,2.0,29.0,0.0,23.2
22,1,7,2015,9.0,9.0,2.0,26.0,0.0,22.2
23,1,7,2015,10.0,29.0,2.0,50.0,0.0,20.0
0,2,7,2015,7.0,28.0,2.0,56.0,0.0,20.2
1,2,7,2015,5.0,12.0,2.0,43.0,0.0,18.7
2,2,7,2015,11.0,11.0,2.0,33.0,0.0,18.4
3,2,7,2015,17.0,25.0,2.0,43.0,0.0,18.0
4,2,7,2015,12.0,17.0,2.0,54.0,0.0,16.5
5,2,7,2015,14.0,29.0,2.0,49.0,0.0,16.5
6,2,7,2015,6.0,28.0,4.0,38.0,0.0,16.5
7,2,7,2015,14.0,29.0,8.0,34.0,0.0,19.7
8,2,7,2015,12.0,45.0,8.0,40.0,0.0,23.4
9,2,7,2015,20.0,25.0,11.0,32.0,0.0,27.2
10,2,7,2015,16.0,16.0,10.0,18.0,0.0,28.8
11,2,7,2015,12.0,12.0,3.0,10.0,0.0,30.5
12,2,7,2015,3.0,5.0,2.0,10.0,0.0,31.9
13,2,7,2015,4.0,5.0,4.0,11.0,0.0,31.9
14,2,7,2015,21.0,21.0,6.0,13.0,0.0,30.3
15,2,7,2015,6.0,9.0,4.0,17.0,0.0,32.5
16,2,7,2015,9.0,9.0,2.0,14.0,0.0,34.2
17,2,7,2015,3.0,6.0,2.0,16.0,0.0,33.4
18,2,7,2015,3.0,5.0,2.0,16.0,0.0,33.1
19,2,7,2015,13.0,16.0,2.0,21.0,0.0,31.2
20,2,7,2015,3.0,29.0,2.0,40.0,0.0,27.5
21,2,7,2015,25.0,69.0,2.0,80.0,0.0,22.5
22,2,7,2015,24.0,86.0,2.0,64.0,0.0,20.8
23,2,7,2015,4.0,46.0,2.0,77.0,0.0,20.8
0,3,7,2015,26.0,69.0,2.0,76.0,0.0,20.1
1,3,7,2015,21.0,44.0,2.0,74.0,0.0,19.3
2,3,7,2015,20.0,88.0,8.0,67.0,0.0,19.9
3,3,7,2015,27.0,58.0,6.0,44.0,0.0,18.7
4,3,7,2015,21.0,36.0,7.0,45.0,0.0,17.2
5,3,7,2015,16.0,54.0,4.0,56.0,0.0,16.3
6,3,7,2015,33.0,71.0,4.0,56.0,0.0,16.5
7,3,7,2015,30.0,68.0,9.0,53.0,0.0,20.4
8,3,7,2015,47.0,47.0,34.0,43.0,0.0,22.6
9,3,7,2015,26.0,56.0,28.0,44.0,0.0,25.8
10,3,7,2015,27.0,62.0,23.0,42.0,0.0,26.5
11,3,7,2015,19.0,37.0,8.0,33.0,0.0,27.7
12,3,7,2015,7.0,28.0,4.0,26.0,0.0,28.6
13,3,7,2015,10.0,45.0,7.0,32.0,0.0,29.5
14,3,7,2015,32.0,68.0,18.0,37.0,0.0,30.6
15,3,7,2015,45.0,78.0,22.0,33.0,0.0,30.5
16,3,7,2015,41.0,77.0,17.0,26.0,0.0,31.2
17,3,7,2015,28.0,54.0,12.0,25.0,0.0,30.9
18,3,7,2015,34.0,51.0,10.0,29.0,0.0,30.1
19,3,7,2015,25.0,44.0,8.0,32.0,0.0,29.0
20,3,7,2015,26.0,50.0,8.0,35.0,0.0,27.9
21,3,7,2015,31.0,126.0,15.0,36.0,0.0,26.0
22,3,7,2015,34.0,91.0,16.0,36.0,0.0,24.9
23,3,7,2015,35.0,78.0,17.0,47.0,0.0,24.0
0,4,7,2015,21.0,21.0,10.0,24.0,0.0,23.1
1,4,7,2015,18.0,38.0,10.0,28.0,0.0,22.3
2,4,7,2015,20.0,47.0,10.0,31.0,0.0,21.6
3,4,7,2015,18.0,36.0,10.0,30.0,0.0,20.9
4,4,7,2015,15.0,44.0,9.0,29.0,0.0,20.2
5,4,7,2015,15.0,56.0,7.0,32.0,0.0,19.3
6,4,7,2015,27.0,51.0,7.0,50.0,0.0,20.2
7,4,7,2015,29.0,89.0,8.0,56.0,0.0,21.5
8,4,7,2015,26.0,85.0,9.0,60.0,0.0,22.7
9,4,7,2015,44.0,82.0,9.0,58.0,0.0,23.4
10,4,7,2015,43.0,56.0,9.0,61.0,0.0,23.6
11,4,7,2015,29.0,60.0,9.0,56.0,0.0,24.5
12,4,7,2015,13.0,46.0,7.0,43.0,0.0,24.2
13,4,7,2015,35.0,50.0,5.0,29.0,0.0,25.0
14,4,7,2015,32.0,102.0,6.0,40.0,0.0,25.2
15,4,7,2015,41.0,53.0,7.0,49.0,0.0,25.4
16,4,7,2015,43.0,128.0,5.0,55.0,1.6,20.9
17,4,7,2015,53.0,98.0,2.0,67.0,0.0,21.3
18,4,7,2015,35.0,35.0,2.0,70.0,0.0,20.8
19,4,7,2015,56.0,72.0,2.0,70.0,0.3,20.7
20,4,7,2015,60.0,60.0,2.0,77.0,0.0,19.3
21,4,7,2015,52.0,53.0,2.0,80.0,0.0,18.5
22,4,7,2015,51.0,51.0,2.0,69.0,0.0,18.2
23,4,7,2015,58.0,74.0,2.0,81.0,0.0,17.9
0,5,7,2015,62.0,65.0,2.0,77.0,0.0,17.5
1,5,7,2015,61.0,61.0,2.0,70.0,0.0,17.4
2,5,7,2015,62.0,64.0,2.0,74.0,0.0,17.5
3,5,7,2015,63.0,63.0,2.0,78.0,0.0,18.1
4,5,7,2015,71.0,71.0,2.0,62.0,0.0,17.6
5,5,7,2015,66.0,71.0,2.0,68.0,0.0,17.0
6,5,7,2015,60.0,60.0,2.0,63.0,0.0,17.6
7,5,7,2015,66.0,85.0,2.0,67.0,0.0,18.9
8,5,7,2015,76.0,95.0,3.0,73.0,0.0,20.3
9,5,7,2015,88.0,93.0,6.0,65.0,0.0,22.4
10,5,7,2015,83.0,83.0,15.0,49.0,0.0,24.0
11,5,7,2015,80.0,80.0,22.0,34.0,0.0,25.9
12,5,7,2015,60.0,60.0,22.0,28.0,0.0,27.2
13,5,7,2015,78.0,78.0,25.0,28.0,0.0,28.1
14,5,7,2015,78.0,78.0,27.0,26.0,0.0,29.3
15,5,7,2015,79.0,79.0,23.0,26.0,0.0,29.6
16,5,7,2015,75.0,76.0,16.0,25.0,0.0,29.7
17,5,7,2015,73.0,83.0,13.0,28.0,0.0,29.7
18,5,7,2015,60.0,65.0,11.0,26.0,0.0,28.6
19,5,7,2015,61.0,77.0,11.0,36.0,0.0,27.5
20,5,7,2015,70.0,99.0,13.0,41.0,0.0,26.5
21,5,7,2015,79.0,110.0,10.0,46.0,0.0,24.8
22,5,7,2015,79.0,130.0,9.0,47.0,0.0,24.9
23,5,7,2015,56.0,79.0,10.0,28.0,0.0,24.4
0,6,7,2015,63.0,78.0,12.0,35.0,0.0,23.8
1,6,7,2015,62.0,70.0,11.0,47.0,0.0,21.8
2,6,7,2015,65.0,76.0,9.0,54.0,0.0,20.5
3,6,7,2015,61.0,65.0,9.0,56.0,0.0,20.4
4,6,7,2015,73.0,73.0,9.0,38.0,0.0,20.9
5,6,7,2015,68.0,71.0,9.0,23.0,0.0,21.1
6,6,7,2015,76.0,76.0,11.0,31.0,0.0,20.9
7,6,7,2015,88.0,88.0,24.0,39.0,0.0,22.3
8,6,7,2015,100.0,100.0,37.0,54.0,0.0,23.3
9,6,7,2015,101.0,101.0,32.0,56.0,0.0,24.2
10,6,7,2015,114.0,114.0,35.0,65.0,0.0,25.5
11,6,7,2015,120.0,120.0,39.0,58.0,0.0,26.4
12,6,7,2015,94.0,94.0,25.0,45.0,0.0,27.8
13,6,7,2015,89.0,89.0,16.0,38.0,0.0,28.6
14,6,7,2015,72.0,72.0,12.0,30.0,0.0,29.8
15,6,7,2015,60.0,60.0,10.0,23.0,0.0,30.8
16,6,7,2015,54.0,56.0,9.0,22.0,0.0,31.0
17,6,7,2015,50.0,57.0,9.0,27.0,0.0,30.9
18,6,7,2015,53.0,55.0,8.0,21.0,0.0,29.9
19,6,7,2015,55.0,79.0,8.0,35.0,0.0,29.0
20,6,7,2015,52.0,71.0,6.0,41.0,0.0,28.1
21,6,7,2015,61.0,99.0,6.0,48.0,0.0,26.5
22,6,7,2015,42.0,63.0,7.0,37.0,0.0,26.6
23,6,7,2015,63.0,135.0,18.0,38.0,0.0,26.0
0,7,7,2015,72.0,97.0,19.0,38.0,0.0,25.0
1,7,7,2015,80.0,100.0,17.0,42.0,0.0,24.2
2,7,7,2015,60.0,60.0,9.0,29.0,0.0,23.6
3,7,7,2015,50.0,50.0,7.0,26.0,0.0,23.3
4,7,7,2015,46.0,46.0,9.0,27.0,0.0,22.1
5,7,7,2015,42.0,42.0,12.0,27.0,0.0,20.5
6,7,7,2015,55.0,126.0,11.0,54.0,0.0,21.3
7,7,7,2015,80.0,129.0,8.0,61.0,0.0,22.6
8,7,7,2015,91.0,110.0,9.0,55.0,0.0,24.0
9,7,7,2015,68.0,83.0,11.0,51.0,0.0,25.6
10,7,7,2015,93.0,111.0,10.0,50.0,0.0,26.9
11,7,7,2015,89.0,89.0,9.0,49.0,0.0,28.9
12,7,7,2015,78.0,78.0,11.0,36.0,0.0,30.2
13,7,7,2015,54.0,70.0,11.0,23.0,0.0,30.8
14,7,7,2015,58.0,79.0,8.0,16.0,0.0,31.9
15,7,7,2015,60.0,82.0,8.0,18.0,0.0,32.4
16,7,7,2015,64.0,71.0,7.0,16.0,0.0,32.8
17,7,7,2015,60.0,80.0,8.0,18.0,0.0,31.8
18,7,7,2015,61.0,79.0,8.0,22.0,0.0,31.5
19,7,7,2015,63.0,73.0,7.0,26.0,0.0,30.4
20,7,7,2015,61.0,82.0,7.0,34.0,0.0,29.4
21,7,7,2015,66.0,105.0,9.0,44.0,0.0,28.4
22,7,7,2015,66.0,84.0,13.0,28.0,0.0,28.0
23,7,7,2015,64.0,103.0,10.0,28.0,0.0,26.8
0,8,7,2015,67.0,95.0,11.0,27.0,0.0,25.7
1,8,7,2015,75.0,103.0,11.0,36.0,0.0,24.7
2,8,7,2015,94.0,117.0,14.0,29.0,0.0,23.9
3,8,7,2015,107.0,107.0,10.0,22.0,0.0,22.7
4,8,7,2015,109.0,117.0,11.0,36.0,0.0,22.1
5,8,7,2015,121.0,131.0,10.0,48.0,0.0,22.0
6,8,7,2015,120.0,140.0,6.0,77.0,0.0,22.6
7,8,7,2015,129.0,143.0,8.0,65.0,0.0,23.5
8,8,7,2015,151.0,179.0,9.0,65.0,0.0,24.7
9,8,7,2015,163.0,201.0,10.0,66.0,0.0,26.0
10,8,7,2015,181.0,186.0,12.0,68.0,0.0,27.3
11,8,7,2015,193.0,193.0,15.0,53.0,0.0,28.9
12,8,7,2015,186.0,186.0,18.0,36.0,0.0,30.5
13,8,7,2015,151.0,151.0,14.0,25.0,0.0,31.8
14,8,7,2015,118.0,118.0,13.0,16.0,0.0,32.9
15,8,7,2015,107.0,107.0,11.0,16.0,0.0,33.6
16,8,7,2015,123.0,123.0,10.0,15.0,0.0,33.5
17,8,7,2015,125.0,125.0,10.0,20.0,0.0,33.1
18,8,7,2015,115.0,115.0,9.0,25.0,0.0,32.3
19,8,7,2015,96.0,110.0,9.0,31.0,0.0,31.5
20,8,7,2015,99.0,125.0,11.0,36.0,0.0,30.5
21,8,7,2015,94.0,107.0,15.0,37.0,0.0,29.5
22,8,7,2015,65.0,83.0,15.0,36.0,0.0,28.4
23,8,7,2015,61.0,81.0,15.0,43.0,0.0,27.2
0,9,7,2015,64.0,101.0,14.0,48.0,0.0,26.1
1,9,7,2015,66.0,72.0,12.0,40.0,0.0,24.7
2,9,7,2015,66.0,87.0,10.0,31.0,0.0,24.4
3,9,7,2015,78.0,112.0,10.0,40.0,0.0,22.5
4,9,7,2015,91.0,106.0,11.0,35.0,0.0,22.2
5,9,7,2015,87.0,111.0,10.0,80.0,0.0,22.1
6,9,7,2015,78.0,109.0,8.0,74.0,0.0,22.3
7,9,7,2015,90.0,114.0,9.0,70.0,0.0,24.0
8,9,7,2015,94.0,139.0,10.0,69.0,0.0,25.2
9,9,7,2015,108.0,161.0,12.0,69.0,0.0,26.7
10,9,7,2015,117.0,155.0,14.0,62.0,0.0,28.2
11,9,7,2015,117.0,117.0,17.0,54.0,0.0,29.8
12,9,7,2015,112.0,112.0,19.0,36.0,0.0,31.1
13,9,7,2015,89.0,89.0,16.0,22.0,0.0,32.5
14,9,7,2015,80.0,80.0,12.0,18.0,0.0,33.2
15,9,7,2015,92.0,92.0,14.0,16.0,0.0,33.4
16,9,7,2015,99.0,99.0,11.0,18.0,0.0,33.7
17,9,7,2015,94.0,94.0,9.0,20.0,0.0,33.6
18,9,7,2015,79.0,82.0,9.0,24.0,0.0,32.6
19,9,7,2015,73.0,73.0,7.0,28.0,0.0,31.3
20,9,7,2015,52.0,52.0,6.0,28.0,0.0,29.9
21,9,7,2015,38.0,48.0,8.0,26.0,0.0,29.0
22,9,7,2015,35.0,58.0,10.0,39.0,0.0,27.8
23,9,7,2015,36.0,83.0,13.0,60.0,0.0,27.1
0,10,7,2015,32.0,74.0,11.0,38.0,0.0,26.1
1,10,7,2015,34.0,40.0,24.0,32.0,0.0,26.0
2,10,7,2015,28.0,50.0,18.0,36.0,0.0,24.8
3,10,7,2015,30.0,59.0,12.0,38.0,0.0,24.1
4,10,7,2015,26.0,61.0,11.0,39.0,0.0,23.7
5,10,7,2015,21.0,78.0,8.0,27.0,0.0,23.2
6,10,7,2015,37.0,73.0,10.0,63.0,0.0,24.2
7,10,7,2015,47.0,129.0,13.0,69.0,0.0,23.7
8,10,7,2015,61.0,121.0,13.0,63.0,0.0,25.2
9,10,7,2015,60.0,90.0,12.0,43.0,0.0,26.5
10,10,7,2015,62.0,62.0,10.0,34.0,0.0,26.9
11,10,7,2015,59.0,61.0,9.0,33.0,0.0,28.7
12,10,7,2015,54.0,54.0,9.0,23.0,0.0,29.8
13,10,7,2015,56.0,56.0,10.0,20.0,0.0,31.2
14,10,7,2015,58.0,58.0,9.0,19.0,0.0,32.0
15,10,7,2015,56.0,62.0,9.0,20.0,0.0,32.4
16,10,7,2015,80.0,80.0,9.0,20.0,0.0,32.5
17,10,7,2015,81.0,88.0,10.0,21.0,0.0,32.5
18,10,7,2015,79.0,79.0,9.0,25.0,0.0,32.2
19,10,7,2015,69.0,87.0,9.0,30.0,0.0,31.1
20,10,7,2015,72.0,101.0,11.0,39.0,0.0,30.5
21,10,7,2015,81.0,135.0,11.0,56.0,0.0,29.9
22,10,7,2015,75.0,202.0,17.0,34.0,0.0,28.6
23,10,7,2015,81.0,117.0,19.0,37.0,0.0,28.0
0,11,7,2015,83.0,91.0,19.0,34.0,0.0,27.3
1,11,7,2015,77.0,79.0,10.0,27.0,0.0,25.6
2,11,7,2015,67.0,67.0,6.0,30.0,0.0,23.9
3,11,7,2015,66.0,68.0,5.0,41.0,0.0,24.1
4,11,7,2015,72.0,72.0,4.0,27.0,0.0,23.8
5,11,7,2015,83.0,93.0,4.0,59.0,0.0,23.2
6,11,7,2015,81.0,100.0,5.0,84.0,0.0,23.3
7,11,7,2015,85.0,109.0,7.0,77.0,0.0,24.6
8,11,7,2015,98.0,139.0,12.0,63.0,0.0,25.7
9,11,7,2015,120.0,165.0,17.0,61.0,0.0,27.3
10,11,7,2015,154.0,195.0,26.0,44.0,0.0,28.3
11,11,7,2015,150.0,150.0,26.0,44.0,0.0,29.8
12,11,7,2015,151.0,151.0,23.0,49.0,0.0,31.9
13,11,7,2015,160.0,160.0,19.0,37.0,0.0,32.8
14,11,7,2015,146.0,146.0,12.0,19.0,0.0,34.2
15,11,7,2015,140.0,140.0,9.0,20.0,0.0,34.3
16,11,7,2015,154.0,154.0,11.0,21.0,0.0,34.6
17,11,7,2015,149.0,149.0,12.0,26.0,0.0,33.7
18,11,7,2015,135.0,135.0,12.0,24.0,0.0,33.1
19,11,7,2015,139.0,139.0,12.0,32.0,0.0,32.1
20,11,7,2015,128.0,151.0,12.0,34.0,0.0,30.6
21,11,7,2015,82.0,102.0,10.0,52.0,0.0,28.5
22,11,7,2015,43.0,111.0,8.0,64.0,0.0,26.6
23,11,7,2015,39.0,100.0,7.0,67.0,0.0,25.4
0,12,7,2015,45.0,120.0,7.0,65.0,0.0,25.1
1,12,7,2015,52.0,129.0,7.0,80.0,0.0,24.3
2,12,7,2015,81.0,119.0,6.0,69.0,0.0,23.6
3,12,7,2015,90.0,176.0,5.0,93.0,0.0,23.4
4,12,7,2015,113.0,132.0,5.0,104.0,0.0,23.9
5,12,7,2015,141.0,189.0,7.0,79.0,0.0,23.6
6,12,7,2015,155.0,198.0,7.0,64.0,0.0,24.2
7,12,7,2015,155.0,203.0,9.0,62.0,0.0,25.2
8,12,7,2015,173.0,230.0,11.0,64.0,0.0,26.9
9,12,7,2015,176.0,193.0,14.0,42.0,0.0,28.9
10,12,7,2015,175.0,175.0,14.0,37.0,0.0,31.1
11,12,7,2015,135.0,141.0,12.0,31.0,0.0,32.9
12,12,7,2015,149.0,149.0,11.0,29.0,0.0,34.2
13,12,7,2015,172.0,172.0,10.0,23.0,0.0,36.0
14,12,7,2015,180.0,180.0,9.0,25.0,0.0,37.6
15,12,7,2015,173.0,173.0,9.0,28.0,0.0,38.7
16,12,7,2015,169.0,169.0,8.0,37.0,0.0,38.7
17,12,7,2015,161.94444444444446,155.0,8.0,44.0,0.0,33.7
18,12,7,2015,154.88888888888889,507.0,3.0,55.0,0.5,27.7
19,12,7,2015,147.83333333333334,5.0,3.0,42.0,0.0,28.3
20,12,7,2015,140.77777777777777,58.0,2.0,50.0,0.0,26.9
21,12,7,2015,133.72222222222223,166.0,2.0,89.0,0.0,26.5
22,12,7,2015,126.66666666666667,131.0,2.0,121.0,0.0,25.8
